구시군,읍면동,아파트명,분양면적,단지세대수,개별세대수,평균매매가.제곱미터당.만원.,노후도,역세권점수,전세평균..당가.만원.,토지면적.km2.,문화시설수,쇼핑시설수,스타벅스,X3년.평균.인구수,X3년.평균.세대수,초중고현황,개발호재유무,혼인건수3년평균
서구,석남동,경남아너스빌,104.83,471,78,224,12.01,0,186,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,경남아너스빌,105.78,471,84,222,12.01,0,174,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,경남아너스빌,81.92,471,92,220,12.01,0,167,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,경남아너스빌,83.35,471,36,216,12.01,0,165,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,경남아너스빌,105.78,471,18,213,12.01,0,161,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,경남아너스빌,105.78,471,20,213,12.01,0,161,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,경남아너스빌,105.78,471,40,213,12.01,0,161,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,경남아너스빌,105.78,471,18,213,12.01,0,161,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,경남아너스빌,115.7,471,23,203,12.01,0,149,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,경인,59.5,150,30,157,34.05,0,59,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,경인,59.5,150,120,157,34.05,0,59,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,금호어울림,80.95,769,206,315,11,0,266,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,금호어울림,107.37,769,461,282,11,0,219,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,금호어울림,125.85,769,30,250,11,0,191,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,금호어울림,143.15,769,72,238,11,0,185,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,금호어울림2차,80.63,91,45,257,10,0,180,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,금호어울림2차,127.52,91,15,243,10,0,107,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,금호어울림2차,107.03,91,31,234,10,0,98,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,낙원호산,69.42,142,6,137,29.01,0,72,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,낙원호산,69.42,142,18,137,29.01,0,72,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,낙원호산,62.81,142,24,127,29.01,0,60,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,대명,82.64,184,72,203,20.07,0,139,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,대명,59.5,184,112,147,20.07,0,92,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,덕산,89.25,252,84,202,28.07,0,120,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,덕산,79.33,252,84,189,28.07,0,112,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,덕산,76.03,252,84,178,28.07,0,106,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동남,69.42,360,96,156,29.07,0,95,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동남,66.11,360,96,146,29.07,0,94,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동남,52.89,360,168,139,29.07,0,91,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동아,92.56,110,30,162,34.01,0,81,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동아,89.25,110,60,160,34.01,0,78,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동아,85.95,110,20,157,34.01,0,76,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동우,72.72,100,65,172,32,0,76,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동우,72.72,100,35,172,32,0,76,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동진1차,85.95,60,60,175,35,0,64,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동진2차,66.11,48,48,144,29.01,0,79,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동진3차,49.58,192,108,176,28.11,0,110,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동진3차,66.11,192,48,163,28.11,0,110,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동진3차,72.72,192,24,155,28.11,0,99,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동진3차,85.95,192,12,145,28.11,0,91,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동진4차,66.11,162,48,144,27,0,101,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동진4차,62.81,162,48,139,27,0,76,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,동진4차,79.33,162,60,123,27,0,72,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,롯데우람,66.11,320,180,219,33,0,88,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,롯데우람,72.72,320,120,217,33,0,83,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,롯데우람,82.64,320,20,203,33,0,79,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,보광네오센스,89.25,100,50,185,15.05,0,90,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,보광네오센스,181.81,100,50,124,15.05,0,58,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,삼산,89.25,47,47,168,14.08,0,84,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,서인천월드메르디앙,79.98,778,172,300,12.04,0,213,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,서인천월드메르디앙,131.76,778,39,258,12.04,0,175,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,서인천월드메르디앙,110.56,778,511,258,12.04,0,172,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,서인천월드메르디앙,152.36,778,56,253,12.04,0,171,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,수정,62.81,144,60,167,29.08,0,100,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,수정,59.5,144,72,164,29.08,0,97,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,수정,79.33,144,12,151,29.08,0,95,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,신광1차,82.64,134,17,163,23.09,0,91,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,신광1차,89.25,134,117,162,23.09,0,84,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,신광2차,82.64,191,160,153,21.11,0,77,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,신광2차,62.81,191,1,147,21.11,0,74,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,신광2차,72.72,191,25,144,21.11,0,58,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,신동아,82.64,190,190,175,22.09,0,103,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,우림필유,80.82,288,63,234,12.03,0,161,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,우림필유,109.86,288,150,223,12.03,0,151,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,우림필유,92.56,288,48,223,12.03,0,151,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,우림필유,102.47,288,27,209,12.03,0,141,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,중앙2차,62.81,80,5,151,33.01,0,72,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,중앙2차,79.33,80,75,145,33.01,0,69,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,태산,52.89,144,6,175,29.08,0,104,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,태산,52.89,144,138,175,29.08,0,104,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,태화,82.64,299,156,172,23.07,0,103,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,태화,95.86,299,143,170,23.07,0,94,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,현광,74.04,138,6,169,29.02,0,75,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,현광,75.08,138,36,166,29.02,0,61,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,현광,63.26,138,36,166,29.02,0,60,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,황해,59.5,90,90,193,35.03,0,76,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,효정(489),66.11,192,60,189,29.02,0,113,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,효정(489),49.58,192,132,171,29.02,0,86,5.17,3,52,0,54919,23763,7,1,234
서구,석남동,효정(588-14),72.72,130,130,158,31.06,0,96,5.17,3,52,0,54919,23763,7,1,234
서구,불로대곡동,삼라마이더스빌,109.09,117,30,202,11.06,0,142,10.8,0,12,0,23627,8709,3,1,234
서구,불로대곡동,삼라마이더스빌,109.09,117,85,202,11.06,0,142,10.8,0,12,0,23627,8709,3,1,234
서구,원당동,원당e편한세상,86.11,449,119,253,14.04,0,197,6.59,1,15,0,25092,9275,3,1,234
서구,원당동,원당e편한세상,113.38,449,330,225,14.04,0,168,6.59,1,15,0,25092,9275,3,1,234
서구,원당동,원당2차금호어울림,106.36,269,209,230,13.1,0,174,6.59,1,15,0,25092,9275,3,1,234
서구,원당동,원당2차금호어울림,130.98,269,60,221,13.1,0,153,6.59,1,15,0,25092,9275,3,1,234
서구,원당동,LG원당자이,85.48,938,125,260,14.06,0,199,6.59,1,15,0,25092,9275,3,1,234
서구,원당동,LG원당자이,112.27,938,719,234,14.06,0,174,6.59,1,15,0,25092,9275,3,1,234
서구,원당동,LG원당자이,137.34,938,94,222,14.06,0,160,6.59,1,15,0,25092,9275,3,1,234
서구,연희동,광명18차,79.33,299,65,230,20.02,1,189,9.5,3,38,1,45046,18754,13,0,234
서구,연희동,광명18차,105.78,299,212,215,20.02,1,170,9.5,3,38,1,45046,18754,13,0,234
서구,연희동,광명18차,165.29,299,22,185,20.02,1,112,9.5,3,38,1,45046,18754,13,0,234
서구,연희동,경남,79.33,232,72,227,20.01,1,195,9.5,3,38,1,45046,18754,13,0,234
서구,연희동,경남,102.47,232,79,220,20.01,1,161,9.5,3,38,1,45046,18754,13,0,234
서구,연희동,경남,109.09,232,81,206,20.01,1,156,9.5,3,38,1,45046,18754,13,0,234
서구,청라동,광명메이루즈,107.83,263,56,343,7.1,1,255,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,광명메이루즈,109.8,263,56,337,7.1,1,250,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,광명메이루즈,110.86,263,151,334,7.1,1,248,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,동양엔파트4단지(A26),145.66,256,14,357,7.04,1,206,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,동양엔파트4단지(A26),145.81,256,15,357,7.04,1,280,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,동양엔파트4단지(A26),147.62,256,110,352,7.04,1,277,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,동양엔파트4단지(A26),148.24,256,14,351,7.04,1,234,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,동양엔파트4단지(A26),146.102,256,60,332,7.04,1,233,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,동양엔파트4단지(A26),147.181,256,15,330,7.04,1,220,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,동양엔파트4단지(A26),147.241,256,28,329,7.04,1,222,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,린스트라우스,135.72,590,145,396,5.04,1,221,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,린스트라우스,137.17,590,138,392,5.04,1,248,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,린스트라우스,164.46,590,149,383,5.04,1,243,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,린스트라우스,165.12,590,80,382,5.04,1,219,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,린스트라우스,182.02,590,78,371,5.04,1,216,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,반도유보라1차,126.67,174,30,332,7.02,1,211,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,반도유보라1차,127.56,174,58,329,7.02,1,210,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,반도유보라2차,130.75,754,144,344,6.04,1,209,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,반도유보라2차,130.97,754,206,344,6.04,1,253,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,제일풍경채(A11),132.4,1071,150,347,6.08,1,252,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,제일풍경채(A11),134.02,1071,276,343,6.08,1,252,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,제일풍경채(A11),149.05,1071,112,332,6.08,1,265,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,제일풍경채(A11),150.07,1071,343,330,6.08,1,265,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,제일풍경채(A11),150.54,1071,115,329,6.08,1,235,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,중흥S-클래스(261-267동),143.11,476,180,332,8.03,1,227,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,중흥S-클래스(261-267동),144.53,476,58,329,8.03,1,215,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라LH,100.22,1767,54,334,7.03,1,214,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라SKVIEW,127.02,879,192,362,7,1,264,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라SKVIEW,158.89,879,90,359,7,1,242,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라SKVIEW,131.23,879,92,358,7,1,242,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라SKVIEW,161.25,879,90,353,7,1,242,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라SKVIEW,161.75,879,84,352,7,1,241,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라SKVIEW,146.48,879,84,345,7,1,224,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라SKVIEW,146.56,879,200,345,7,1,217,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라SKVIEW,152.01,879,44,342,7,1,225,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라더샵레이크파크,142.47,766,53,442,5.08,1,221,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라더샵레이크파크,144.22,766,338,437,5.08,1,218,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라더샵레이크파크,183.22,766,107,437,5.08,1,218,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라더샵레이크파크,133.59,766,266,423,5.08,1,211,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라동양엔파트,146.78,564,82,337,6.04,1,211,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라동양엔파트,146.95,564,150,337,6.04,1,211,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라동양엔파트,147.07,564,90,337,6.04,1,210,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라동양엔파트,147.44,564,85,336,6.04,1,209,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라동양엔파트,148.06,564,69,334,6.04,1,209,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라동양엔파트,148.06,564,88,334,6.04,1,235,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라롯데캐슬,144.56,828,184,391,5.1,1,223,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라롯데캐슬,159.11,828,114,371,5.1,1,223,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라롯데캐슬,159.11,828,114,371,5.1,1,223,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라롯데캐슬,159.43,828,176,370,5.1,1,209,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라롯데캐슬,177.98,828,240,348,5.1,1,242,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라상록힐스테이트,153,244,50,330,6.08,1,242,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라상록힐스테이트,153.39,244,86,329,6.08,1,240,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라엑슬루타워,126.5,616,104,332,7,1,240,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라엑슬루타워,149.51,616,208,331,7,1,235,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라우미린,111.37,200,85,350,7.02,1,235,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라우미린,111.69,200,48,349,7.02,1,224,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라우미린,112.41,200,67,347,7.02,1,223,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라자이,123.5,884,16,344,8.06,1,221,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라자이,123.63,884,56,344,8.06,1,221,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라자이,145,884,66,338,8.06,1,220,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라자이,145.57,884,108,337,8.06,1,238,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라자이,131.24,884,96,335,8.06,1,238,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라자이,147.33,884,132,333,8.06,1,213,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라자이,147.34,884,40,333,8.06,1,209,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라자이,147.77,884,222,332,8.06,1,208,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라푸르지오,187.38,751,108,416,5.09,1,209,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라푸르지오,157.83,751,108,412,5.09,1,237,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라푸르지오,125.9,751,133,397,5.09,1,236,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라푸르지오,126.14,751,125,396,5.09,1,228,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라푸르지오,151.14,751,276,390,5.09,1,221,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라한라비발디,130.9,992,138,359,7.02,1,220,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라한라비발디,131.59,992,168,357,7.02,1,264,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라한라비발디,145.04,992,132,352,7.02,1,263,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라한라비발디,145.32,992,258,351,7.02,1,240,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라한라비발디,171.04,992,96,351,7.02,1,236,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라한라비발디,171.82,992,100,349,7.02,1,235,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라한라비발디,146.96,992,100,347,7.02,1,208,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라한화꿈에그린,130.88,1172,305,348,6.09,1,228,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라한화꿈에그린,131.41,1172,144,346,6.09,1,228,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라한화꿈에그린,178.35,1172,116,342,6.09,1,227,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라호반베르디움,111.66,2134,508,358,6.05,1,227,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라호반베르디움,111.82,2134,500,358,6.05,1,285,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라호반베르디움,112.25,2134,776,356,6.05,1,280,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라호반베르디움,112.42,2134,350,356,6.05,1,280,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라힐데스하임,84.21,1284,240,410,7.05,1,278,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라힐데스하임,85.81,1284,352,402,7.05,1,208,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라힐데스하임,85.81,1284,344,402,7.05,1,207,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라힐데스하임,86.2,1284,348,400,7.05,1,259,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라힐스테이트,113.09,224,108,345,6.08,1,226,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,청라힐스테이트,113.63,224,116,343,6.08,1,222,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,한양수자인(A38),129.13,566,138,337,7,1,222,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,호반베르디움,111.22,745,490,382,7.1,1,234,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,호반베르디움,112.37,745,255,378,7.1,1,231,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,호반베르디움(20B),113.52,620,168,339,7.02,1,255,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,호반베르디움(20B),113.81,620,168,338,7.02,1,255,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,호반베르디움(20B),114.18,620,226,337,7.02,1,254,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,호반베르디움(20B),114.41,620,58,337,7.02,1,253,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,호반베르디움영무예다음,79.86,1051,422,388,7.07,1,313,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,호반베르디움영무예다음,79.86,1051,207,388,7.07,1,313,2.28,3,63,2,87914,28647,9,1,234
서구,청라동,호반베르디움영무예다음,81.03,1051,422,383,7.07,1,309,2.28,3,63,2,87914,28647,9,1,234
연수구,연수동,경남,89.25,620,246,289,25.07,2,261,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,경남,105.78,620,374,269,25.07,2,232,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,대동,72.72,768,384,309,25.07,2,248,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,대동,95.86,768,384,297,25.07,2,245,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,대림,79.33,640,240,315,25.07,2,280,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,대림,105.78,640,400,267,25.07,2,232,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,대명,105.78,108,54,227,25.05,2,194,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,대명,125.62,108,54,199,25.05,2,171,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,대우1차,122.31,390,270,229,26.06,2,200,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,대우1차,152.06,390,120,204,26.06,2,171,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,동남,112.39,420,210,209,24.09,2,187,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,동남,128.92,420,150,202,24.09,2,163,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,동남,148.76,420,60,185,24.09,2,141,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,문남마을,59.5,400,400,269,24,2,235,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,성일,52.89,414,192,255,24.02,2,199,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,성일,82.64,414,222,215,24.02,2,175,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,세경,69.42,567,495,252,21.04,2,230,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,세경,46.28,567,72,248,21.04,2,216,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,솔밭마을,69.42,1200,1200,252,25.07,2,202,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,연수시영1차,39.66,1370,1000,258,26.07,2,202,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,연수시영1차,62.81,1370,150,239,26.07,2,195,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,연수시영1차,69.42,1370,220,234,26.07,2,191,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,연수푸르지오2단지,169.36,110,54,389,7.07,2,162,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,연수푸르지오2단지,162.76,110,54,372,7.07,2,169,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,연수푸르지오3단지,175.32,102,17,367,7.07,2,151,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,연수푸르지오3단지,130.24,102,33,336,7.07,2,188,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,연수푸르지오3단지,146.23,102,17,329,7.07,2,181,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,연수푸르지오3단지,113.82,102,33,300,7.07,2,215,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,영남,99.17,622,286,237,26,2,202,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,영남,99.17,622,336,237,26,2,202,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,우성1차,125.62,1088,714,249,23,2,215,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,우성1차,161.98,1088,178,228,23,2,189,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,우성1차,158.67,1088,72,227,23,2,185,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,우성1차,191.73,1088,124,201,23,2,164,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,우성2차,79.33,2044,888,321,23.08,2,290,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,우성2차,56.19,2044,528,316,23.08,2,271,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,우성2차,109.09,2044,628,270,23.08,2,243,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,우주,109.09,230,230,188,26.06,2,156,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,유천,79.33,788,234,268,25.03,2,221,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,유천,105.78,788,554,232,25.03,2,182,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,인향,109.09,220,220,193,26.06,2,160,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,주공2단지,59.5,960,240,265,26.06,2,235,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,주공2단지,72.72,960,720,244,26.06,2,217,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,주공3단지,59.5,1170,1170,256,25.01,2,214,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,태경,109.09,220,220,188,26.05,2,160,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,태산,105.78,420,420,239,25,2,189,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,풍림1차,85.95,769,164,273,26.09,2,250,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,풍림1차,102.47,769,270,246,26.09,2,229,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,풍림1차,102.47,769,335,246,26.09,2,229,1.52,10,56,1,66475,28753,11,0,131
연수구,연수동,효정,102.47,312,312,215,25,2,181,1.52,10,56,1,66475,28753,11,0,131
연수구,송도동,더샵엑스포9단지,105.47,520,48,469,9.03,6,311,9.7,8,95,6,116156,38035,22,1,131
연수구,송도동,송도더샵그린스퀘어,85.42,1516,45,468,4.09,6,299,9.7,8,95,6,116156,38035,22,1,131
연수구,송도동,송도더샵그린스퀘어,112.67,1516,39,453,4.09,6,321,9.7,8,95,6,116156,38035,22,1,131
연수구,송도동,송도더샵그린스퀘어,112.75,1516,370,452,4.09,6,308,9.7,8,95,6,116156,38035,22,1,131
연수구,송도동,송도더샵그린스퀘어,113.41,1516,45,450,4.09,6,328,9.7,8,95,6,116156,38035,22,1,131
연수구,송도동,송도더샵그린스퀘어,114.48,1516,300,445,4.09,6,319,9.7,8,95,6,116156,38035,22,1,131
연수구,송도동,송도더샵그린애비뉴7단지,114.57,474,104,445,6.05,6,311,9.7,8,95,6,116156,38035,22,1,131
연수구,송도동,송도더샵그린애비뉴8단지,114.43,540,90,446,6.05,6,310,9.7,8,95,6,116156,38035,22,1,131
연수구,송도동,송도더샵그린워크1차(D16),85.95,736,102,506,4.03,6,310,9.7,8,95,6,116156,38035,22,1,131
연수구,송도동,송도더샵그린워크1차(D16),112.39,736,240,476,4.03,6,310,9.7,8,95,6,116156,38035,22,1,131
연수구,송도동,송도더샵그린워크1차(D16),99.17,736,102,464,4.03,6,300,9.7,8,95,6,116156,38035,22,1,131
